,,,Wind_DRCSouth,Wind_angola,Wind_eswatini,Wind_lesotho,Wind_namibia,Wind_southafrica,Wind_botswana,Wind_zimbabwe,Wind_malawi,Wind_tanzania,Wind_mozambique,Wind_zambia,PV_botswana,PV_angola_PV_mozambique_corr,PV_botswana_Wind_zimbabwe_corr,PV_botswana_Wind_botswana_corr,PV_DRC_Wind_tanzania_corr,PV_botswana_Wind_mozambique_corr,PV_botswana_Wind_zambia_corr,Wind_malawi_Wind_zimbabwe_corr,Wind_southafrica_Wind_zambia_corr,Wind_DRCSouth_Wind_mozambique_corr,PV_botswana_Wind_lesotho_corr,PV_zambia_Wind_southafrica_corr,PV_botswana_Wind_namibia_corr,PV_botswana_Wind_eswatini_corr,Wind_DRCSouth_Wind_eswatini_corr,PV_DRC_Wind_DRC_corr,PV_botswana_Wind_DRCSouth_corr,PV_botswana_Wind_angola_corr
1,88,8,0.0,0.052,0.419,0.854,0.176,0.985,0.629,0.558,0.759,0.543,0.905,0.892,0.717,0.2214146729842392,0.0630113754570431,0.0748315549556941,0.0033013749729585,0.2125571965812727,0.2122257093023687,0.0361605392381376,0.1906370728456597,-0.1077996408049305,0.2626769638314645,0.2253886776901561,-0.1369980398242617,0.0162193191946981,-0.0082257237647582,0.0266674998871315,-0.1273290064820177,-0.1103779722766763
1,88,9,0.002,0.058,0.446,0.847,0.295,0.957,0.369,0.395,0.661,0.482,0.898,0.843,0.769,0.2682089377852342,-0.0205987330006682,-0.0611990415617187,-0.0179277617185837,0.2307447717056509,0.2071502083073438,-0.0070596361349966,0.1580951036914308,-0.1051863950337863,0.2860659295031063,0.2320499508244845,-0.0854010119635653,0.0328352669558921,-0.0149681543617732,0.0213861511309126,-0.1394369845914705,-0.1185145304856315
1,88,10,0.005,0.038,0.47,0.834,0.359,0.957,0.188,0.263,0.553,0.464,0.893,0.791,0.778,0.2662592369145875,-0.0951263419558921,-0.1639284593477884,-0.0258985360966931,0.2316893607603772,0.1812938502227667,-0.0138014062842504,0.1361462658804856,-0.1026891721482141,0.2834142497767382,0.2278290204762258,-0.050818666192421,0.0468591232991757,-0.0207688629438627,0.0077973944144946,-0.1400198502631122,-0.1316843899383678
1,88,11,0.006,0.019,0.518,0.818,0.395,0.974,0.108,0.2,0.474,0.471,0.894,0.746,0.741,0.2105312492280203,-0.1219432971797727,-0.1951423336015197,-0.0218871652011707,0.2169625826509245,0.1457316207451548,-0.000591530911116,0.121870435656605,-0.1025250776208509,0.25635639965236,0.2115375478394099,-0.0285710398242617,0.0689774982991757,-0.0325951289886388,-0.0009304866800326,-0.1302774423029132,-0.1329919692916017
1,88,12,0.008,0.006,0.575,0.796,0.439,0.988,0.077,0.188,0.42,0.477,0.901,0.711,0.659,0.1252566961185676,-0.1082159897170862,-0.1784016303676888,-0.0166583074897279,0.1861806493175911,0.1074652612924184,0.0125671228202272,0.1098978846615801,-0.1034214756308012,0.2065734267667879,0.1593800960981164,-0.0046142547496349,0.0834598065081309,-0.0463610819737135,-0.0080804210083908,-0.1090456870790326,-0.1179822374508056
1,88,13,0.012,0.002,0.634,0.762,0.527,0.994,0.066,0.211,0.386,0.475,0.906,0.688,0.527,0.0411738800737914,-0.0688212145927081,-0.1286729234025147,-0.0120967765195787,0.1322679916061483,0.0682941473620702,0.0189060265515704,0.100794047099391,-0.1029512149342838,0.1344537556225093,0.0839039344065741,0.0241340537080765,0.0769477532743001,-0.0598925302324199,-0.0126883896651072,-0.0753139338452018,-0.0840765668040395
1,88,14,0.017,0.001,0.709,0.704,0.698,0.991,0.067,0.262,0.367,0.461,0.899,0.659,0.344,-0.0090892758963577,-0.0218021728016633,-0.0528460675567436,-0.0050234459225637,0.0535577607603772,0.0244025823123189,0.0177825750590331,0.0869086979700378,-0.099165333342244,0.0479263833588277,0.00262718664538,0.0318347835588227,0.0412838603638523,-0.0764394873219722,-0.0057881160332665,-0.0303661288700774,-0.0347420521274225
1,88,15,0.019,0.001,0.76,0.578,0.894,0.972,0.081,0.407,0.403,0.559,0.879,0.576,0.123,0.0006840106708064,0.0023461565515705,0.0370494910253459,-0.0015514847285339,-0.0370083516774337,-0.0099953357225068,0.0017280802829137,0.0470095189899383,-0.0936265612029405,-0.02307038915361,-0.0612978402202915,-0.0413181462919234,-0.0346996123973416,-0.0877857358294349,0.0047688819766837,0.021850946751813,0.0252124441412341
1,88,16,0.011,0.001,0.791,0.468,0.95,0.909,0.097,0.674,0.515,0.712,0.833,0.585,0.0,0.0380619677603586,-0.0522037330006683,0.0826290259755946,-0.0243358481613697,-0.0760553496873839,-0.0251674584837008,0.0105277183426153,0.0436006827959085,-0.0856288557303037,-0.0298507519645553,-0.0756565009168089,-0.1080946054959035,-0.0873181207306749,-0.0983093338393851,0.0079121620761862,0.0524978790901215,0.0585807836934729
1,88,17,0.005,0.001,0.711,0.39,0.91,0.831,0.103,0.793,0.55,0.729,0.783,0.564,0.0,0.0410230255961795,-0.0779001548912155,0.0813334080651469,-0.026828963211121,-0.065258533766986,-0.0206327957971337,0.0283362459545556,0.0282917999600875,-0.0752862567253286,-0.0130077191287344,-0.059881796439197,-0.0994571527595851,-0.0700432152580381,-0.0808061594612756,-0.0060428384213262,0.0537934970005692,0.0585807836934729
1,88,18,0.004,0.001,0.567,0.347,0.801,0.769,0.119,0.811,0.564,0.71,0.751,0.489,0.0,0.0410230255961795,-0.0817870086225588,0.0778784269706195,-0.0242439328628622,-0.0583485715779312,-0.0044375719165367,0.0350526653575406,0.0048106992138189,-0.0675847114516967,-0.0037224574371921,-0.0473429287775055,-0.0759200940531175,-0.0389483854072918,-0.0451136217747085,-0.0257707016054058,0.0540094333189772,0.0585807836934729
1,88,19,0.005,0.0,0.458,0.341,0.658,0.652,0.161,0.79,0.602,0.68,0.695,0.428,0.0,0.0410230255961795,-0.0772523459359917,0.0688091015974852,-0.0201623059971906,-0.0462561377470854,0.0087345435063488,0.0467038765515705,-0.0047363695672755,-0.0533639243870201,-0.0024268395267443,-0.0236808720610875,-0.0450412005207791,-0.0154113267008242,-0.0177794539886388,-0.0215530205108784,0.0537934970005692,0.0587967200118809
1,88,20,0.031,0.0,0.405,0.364,0.506,0.42,0.269,0.757,0.634,0.634,0.682,0.424,0.0,0.0410230255961795,-0.070126447428529,0.0454879792094255,-0.0139038114698274,-0.043448965607782,0.0095982887799807,0.0527879922232123,0.0051075717262567,-0.0448938875710997,-0.0073933748501274,0.0232387617697581,-0.0122188801227692,-0.0039667018252023,-0.0040986169239622,-0.0143421463815252,0.0481791527219623,0.0587967200118809
1,88,21,0.151,0.0,0.427,0.416,0.376,0.265,0.479,0.718,0.663,0.586,0.625,0.515,0.0,0.0410230255961795,-0.0617049310106185,0.0001413523437538,-0.0073732084847528,-0.0311405954585282,-0.0100519161951436,0.05473556013366,-0.0125642699404098,-0.0148707621979654,-0.0186220634073414,0.054585930923987,0.0158528412702656,-0.0087173008301774,-0.004162826874211,-0.0113489533466993,0.0222667945130071,0.0587967200118809
1,88,22,0.168,0.0,0.412,0.456,0.288,0.215,0.634,0.644,0.682,0.552,0.554,0.647,0.0,0.0410230255961795,-0.0457256434484295,-0.0333287770094799,-0.0027473647036583,-0.0158091168515631,-0.0385555102249944,0.0445844302829138,-0.0571195080001113,-0.0063048228944828,-0.0272595161436598,0.0646979209737382,0.0348552372901661,-0.005478256054058,-0.0021847794861513,-0.0078115433964505,0.0185958771000717,0.0587967200118809
1,88,23,0.114,0.0,0.501,0.465,0.205,0.233,0.683,0.582,0.689,0.548,0.463,0.703,0.0,0.0410230255961795,-0.0323375917071359,-0.04390965661147,-0.0022031477882354,0.0038410881235612,-0.0506479440558401,0.0325788019247048,-0.0708123913334447,0.0024924169065122,-0.0292029430093314,0.0610576045558278,0.0527779517180268,-0.0246965883923665,-0.0160251971478428,-0.0004646150382416,0.0302564382941016,0.0587967200118809
1,89,0,0.067,0.0,0.583,0.444,0.158,0.309,0.685,0.551,0.718,0.57,0.386,0.725,0.0,0.0410230255961795,-0.0256435658364892,-0.0443415292482859,-0.0051963408230613,0.0204681846409742,-0.0553985430608153,0.0292787459545555,-0.0579565162090666,0.0177364965085022,-0.0246682803227642,0.0456873796802059,0.0629269586832009,-0.0424033665018192,-0.0367442044861513,-0.0023693742422217,0.0404054452592757,0.0587967200118809
1,89,1,0.046,0.0,0.612,0.412,0.127,0.368,0.67,0.523,0.735,0.593,0.343,0.723,0.0,0.0410230255961795,-0.0195973489210663,-0.0411024844721665,-0.0083255880867428,0.0297534463325165,-0.0549666704239994,0.0239182683426152,-0.0424862302637929,0.0286760945184524,-0.0177583181337095,0.0337552314214994,0.0696209845538476,-0.0486655197356501,-0.0469033747597831,-0.0093081399138635,0.0449401079458429,0.0587967200118809
1,89,2,0.028,0.002,0.634,0.446,0.102,0.334,0.636,0.477,0.759,0.574,0.339,0.722,0.0,0.0410230255961795,-0.0096642782743001,-0.0337606496462958,-0.0057405577384841,0.0306171916061483,-0.0547507341055914,0.0128692310291824,-0.050940035985186,0.0320607492448206,-0.0251001529595802,0.0406313846553303,0.0750193925140467,-0.0534161187406252,-0.0559346138145095,-0.009036031456152,0.0488269616771862,0.0583648473750649
1,89,3,0.011,0.011,0.655,0.441,0.089,0.344,0.598,0.394,0.748,0.515,0.295,0.79,0.0,0.0410230255961795,0.0082584361535605,-0.0255550695467934,0.0022866417640033,0.0401183896160986,-0.0694344037573327,-0.01057647867231,-0.0613862058856835,0.0451683124289002,-0.0240204713675404,0.03860898664538,0.0778265646533501,-0.0579507814271924,-0.0652453656801811,-0.0053625672770475,0.0524978790901215,0.0564214205093933
1,89,4,0.007,0.032,0.548,0.417,0.094,0.331,0.548,0.339,0.654,0.394,0.264,0.782,0.013,0.0229433218648362,0.0189227515764461,-0.013869763452266,0.0187492034555456,0.0439941707106259,-0.0636307583593227,-0.0170215555379817,-0.0639351050150367,0.0535721044687012,-0.0177038968650528,0.0357326159986138,0.0721264954991213,-0.0327477882679884,-0.0398772816005792,0.0015761983945941,0.0501490979955941,0.0487630227481993
1,89,5,0.009,0.049,0.412,0.255,0.091,0.3,0.518,0.313,0.724,0.588,0.663,0.88,0.217,-0.0116980201749647,-0.0001268384733051,4.078729400262329e-05,-0.005453783733509,0.0001938154867453,0.0004377585561,-0.0301149122543996,-0.0966760491692656,-0.0446633194118957,-7.952223818717268e-05,0.0009959587846835,-0.0003812388292368,2.6985363852379544e-05,-0.0062185738891363,0.0073358511309126,-0.0002607268800277,-0.0002375066050345
1,89,6,0.096,0.025,0.636,0.309,0.061,0.367,0.676,0.188,0.834,0.758,0.685,0.894,0.423,0.0373979376608561,-0.0505742225529071,0.0406560009755946,0.0017972790774362,0.0422848761832628,0.0881160269640602,-0.0885502144932056,-0.0714528716817034,-0.0322894636905027,-0.0042989150242568,-0.0387462446979035,-0.0804265214163015,0.0516354239210663,-0.0394297038642607,-0.0006482563317739,-0.0327403736461968,-0.0512042215304076
1,89,7,0.116,0.088,0.651,0.432,0.045,0.607,0.501,0.06,0.809,0.8,0.566,0.851,0.565,0.1343279447504084,-0.1299371320056433,0.0074509032144006,0.0380688847988292,0.0297443935961981,0.1335344416406771,-0.1256501130006683,0.0275792173730229,-0.011769252745229,0.0356878105976337,0.029685042366773,-0.1411663890779931,0.0922818873539021,-0.0365140695359025,-0.0114387105606296,-0.0482117726511719,-0.0643280080975718
1,89,8,0.098,0.096,0.567,0.388,0.096,0.852,0.299,0.03,0.742,0.769,0.455,0.78,0.668,0.2266303894021497,-0.1818402543937031,-0.0816673844721665,0.0557275296993267,-0.0116578452097719,0.1408406086804782,-0.1088261234484295,0.0987904533182965,0.0040259651652186,0.026327592811564,0.1606901294314496,-0.1597658273864508,0.0815386250404692,-0.0281588628194846,-0.0078906712571471,-0.070575012452167,-0.0796930919284176
1,89,9,0.086,0.073,0.496,0.364,0.186,0.945,0.174,0.023,0.657,0.706,0.376,0.688,0.709,0.2754925316907068,-0.2017837359857429,-0.1507071833527635,0.0477194793261924,-0.0516671865033043,0.1082523152725179,-0.0759341465827578,0.0900360788158089,0.0176166975035271,0.0168818503986287,0.2229922702274696,-0.1298800875854558,0.0539262644683299,-0.0183869638145095,0.0217553829717086,-0.0828925905616197,-0.0982613364557807
1,89,10,0.09,0.055,0.489,0.336,0.244,0.967,0.124,0.02,0.571,0.631,0.338,0.609,0.706,0.2739470530837417,-0.2020261927021608,-0.1742934036263953,0.0288598301968391,-0.0699752422246973,0.0688786333073438,-0.0410377368812653,0.0607308372735204,0.0234340069562634,0.0030573512692755,0.2353870876404049,-0.1006661507695354,0.0501677093688274,-0.0168006628194846,0.0460901526234499,-0.0804279835964456,-0.106484620784139
1,89,11,0.091,0.04,0.51,0.308,0.247,0.972,0.101,0.019,0.49,0.586,0.346,0.561,0.673,0.2238037370389655,-0.1888791787718125,-0.1730692664373406,0.014683407311267,-0.0616067268018118,0.0423014142774931,-0.007664457030519,0.0404531234675503,0.0219862795930793,-0.0099463083078389,0.2193158881379173,-0.0925162836053563,0.05638784407032,-0.020123758715007,0.0524049561060369,-0.0745550452879879,-0.106170094664736
1,89,12,0.076,0.026,0.538,0.271,0.188,0.968,0.082,0.024,0.417,0.542,0.403,0.542,0.596,0.1328325274618511,-0.1551590126026583,-0.1511340720343555,0.0021807833062919,-0.0295644163540506,0.027953825595901,0.0222301467008242,0.0318541543133214,0.0138554079512883,-0.0223330430093314,0.1761650090334397,-0.099354129874013,0.0575301543937031,-0.0269615929189871,0.0298272337179772,-0.0676959597158485,-0.0936048630726962
1,89,13,0.044,0.013,0.578,0.227,0.083,0.959,0.069,0.037,0.371,0.528,0.507,0.533,0.422,0.033064977337473,-0.0814455936971857,-0.0846209991487834,-0.0004604212956981,0.0054013289195812,0.0133014875361996,0.0397035175963466,0.0273753636416796,-0.0055075850835375,-0.0211753755963961,0.1122829562971213,-0.075504705993416,0.0394343606126085,-0.0402101222722209,0.0028319362055394,-0.0432975676760476,-0.0534296983960793
1,89,14,0.02,0.007,0.67,0.18,0.011,0.93,0.066,0.066,0.349,0.538,0.634,0.528,0.241,-8.449430431796095e-05,-0.0091794424534046,-0.0103677072333605,0.0001668794505705,0.0038400552877404,0.0014925515909259,0.0448477661038092,0.0235279376466547,-0.0358695830934878,-0.0037535699993812,0.0212402801777183,-0.0109882796252567,0.0071022898414643,-0.0663417988891364,-0.0013630538442117,-0.005867844292963,-0.0066490767542882
1,89,15,0.012,0.004,0.767,0.147,0.001,0.841,0.07,0.167,0.413,0.584,0.744,0.506,0.072,0.0122371586807566,0.0381783565515705,0.058964175229326,-0.0039173173155986,-0.037885757647583,-0.0054048624638004,0.0155043489396301,0.0114939076715304,-0.0637281940387614,0.0263059913190267,-0.0417020541506398,0.0645431218672805,-0.0547490252082869,-0.0920941461528179,0.0035714610811613,0.0348494890403702,0.0386162881710848
1,89,16,0.006,0.004,0.824,0.112,0.042,0.667,0.071,0.431,0.56,0.652,0.811,0.571,0.0,0.0386541793275228,0.000268792372466,0.0882433702542016,-0.0163527875892304,-0.0713047506824088,-0.0221443500259894,-0.0001102212096235,0.0135461900098388,-0.0819313323472191,0.0470225773886785,-0.0267144690760129,0.0879755716185243,-0.0944440192381376,-0.1085190573468478,0.0063380964045444,0.0535775606821613,0.057932974738249
1,89,17,0.007,0.005,0.741,0.074,0.138,0.438,0.064,0.663,0.613,0.623,0.795,0.57,0.0,0.0410230255961795,-0.0498284334981807,0.0897549244830573,-0.0124072149524145,-0.0678497695878815,-0.0219284137075814,0.0326627131187347,-0.0098409384727481,-0.0776472417999554,0.0552281574881809,0.0195984453518477,0.0672456850513601,-0.0765213048102769,-0.0875709422970966,0.0032088491408628,0.0533616243637533,0.0577170384198411
1,89,18,0.013,0.008,0.63,0.038,0.149,0.244,0.072,0.755,0.642,0.583,0.729,0.504,0.0,0.0410230255961795,-0.069694574791713,0.0880274339357936,-0.0069650457981856,-0.0535979725729561,-0.0076766166926561,0.0550449399844063,-0.0103418511593153,-0.059848220904433,0.0630018649508675,0.0588329667448825,0.0648703855488725,-0.0525523734669933,-0.0586806908045592,-0.003185699615356,0.0520660064533056,0.0570692294646172
1,89,19,0.024,0.022,0.528,0.007,0.12,0.164,0.119,0.784,0.701,0.582,0.634,0.407,0.0,0.0410230255961795,-0.0759567280255439,0.0778784269706195,-0.0068289915693299,-0.0330840223241999,0.013269206192916,0.0807443616261973,0.0227920946118289,-0.0352567353322937,0.0696958908215143,0.0750121508244845,0.0711325387827034,-0.0305268689893814,-0.0325316471478428,-0.0131176583218237,0.049690706950818,0.0540461210069057
1,89,20,0.038,0.058,0.446,0.008,0.144,0.157,0.255,0.768,0.735,0.588,0.561,0.321,0.0,0.0410230255961795,-0.0725017469310165,0.0485110876671369,-0.0076453169424642,-0.0173206710804188,0.0318397295760006,0.0884872869993317,0.0557222410048637,-0.017335197023836,0.0694799545031063,0.0764278294314497,0.0659500671409123,-0.0128200908799287,-0.0128308424214747,-0.0267230812073958,0.0466675984931066,0.0462724135442192
1,89,21,0.052,0.117,0.347,0.061,0.172,0.149,0.464,0.749,0.777,0.596,0.495,0.283,0.0,0.0410230255961795,-0.0683989568812653,0.0033803971198732,-0.00873375077331,-0.0030688740654934,0.040045309675503,0.0967836131187347,0.071566302696406,-0.0028724806059256,0.0580353296274844,0.0780457478394099,0.0599038502254894,0.0085576046424593,0.0080099583247939,-0.0376074195158535,0.0436444900353951,0.0335321707581495
1,89,22,0.078,0.199,0.246,0.144,0.133,0.146,0.593,0.724,0.767,0.596,0.464,0.305,0.0,0.0410230255961795,-0.0630005489210663,-0.0244753879547535,-0.00873375077331,0.0036251518051533,0.0352947106705279,0.0862273855067944,0.0635666983431722,0.0029566696428306,0.0401126151996237,0.078652467242395,0.0683253666433999,0.0303671728016633,0.024767431210366,-0.0335257926501819,0.0380301457567881,0.0158253926486968
1,89,23,0.187,0.282,0.156,0.203,0.067,0.143,0.596,0.65,0.726,0.588,0.43,0.397,0.0,0.0410230255961795,-0.0470212613588772,-0.0251231969099774,-0.0076453169424642,0.0109669866310239,0.0154285693769956,0.0554289422232123,0.0280016064277493,0.0034087631751689,0.0273723724135541,0.07925918664538,0.0825771636583253,0.0498014414583797,0.0154793039715601,-0.0214169662820227,0.0144930870503205,-0.0020973217791638
1,90,0,0.297,0.346,0.101,0.208,0.025,0.133,0.59,0.613,0.711,0.615,0.382,0.535,0.0,0.0410230255961795,-0.0390316175777827,-0.0238275789995297,-0.0113187811215687,0.021331929914606,-0.0143706425633028,0.0432993743127645,-0.0267470584976238,-0.0042362875710997,0.0262926908215143,0.0812815846553303,0.0916464890314596,0.0616779389708175,-0.0122485629438627,-0.0158387428989381,-0.009259907974555,-0.0159172461572733
1,90,1,0.31,0.36,0.079,0.188,0.014,0.131,0.576,0.597,0.695,0.626,0.339,0.65,0.0,0.0410230255961795,-0.0355766364832553,-0.0208044705418182,-0.0128153776389817,0.0306171916061483,-0.0392033191802183,0.036830538491869,-0.0733294602389173,-0.0079234835910002,0.0306114171896735,0.0816860642573203,0.0940217885339471,0.0664285379757926,-0.0171911727697334,-0.0166550682720724,-0.0120670801138585,-0.0189403546149847
1,90,2,0.269,0.297,0.076,0.16,0.044,0.171,0.573,0.573,0.667,0.625,0.305,0.704,0.0,0.0410230255961795,-0.0303941648414643,-0.0201566615865943,-0.0126793234101259,0.037959026432019,-0.0508638803742481,0.0275242638650033,-0.0857184214329471,-0.002616181103438,0.0366576341050964,0.0735964722175193,0.0875436989817084,0.0670763469310165,-0.0046229813518229,-0.0146142548392366,-0.0032136910591322,-0.0053363665552832
1,90,3,0.152,0.281,0.082,0.149,0.124,0.238,0.577,0.528,0.622,0.607,0.26,0.723,0.0,0.0410230255961795,-0.0206770305131061,-0.0210204068602262,-0.0102303472907229,0.0476761607603772,-0.0549666704239994,0.0144156631187346,-0.0755777787712556,0.0225463054637261,0.0390329336075839,0.0600464055508527,0.0702687935090715,0.0657807290205688,0.0311080503645949,-0.0121652787198336,0.0220508581945991,-0.0018813854607559
1,90,4,0.062,0.324,0.087,0.158,0.196,0.286,0.56,0.401,0.53,0.55,0.225,0.67,0.013,0.0256448867902094,0.0063406998351525,-0.0163049992731615,-0.0024752562459468,0.0519086871285364,-0.0409018906976312,-0.0018292883738026,-0.050167291706579,0.0491413402895967,0.0348566096026088,0.0421249652523452,0.0514269910215093,0.0608058545180812,0.057564183449172,-0.0034578080730674,0.0389876004831563,-0.010494382226925
1,90,5,0.011,0.345,0.109,0.118,0.15,0.255,0.321,0.181,0.568,0.774,0.453,0.846,0.22,-0.0108046235331736,-0.0010209787718125,-0.0006447217855993,-0.0215683250270414,-0.0001129218266874,0.0015342445013737,-0.024256933149922,-0.1056789791443899,0.0067557611851191,-0.0008605305715205,-0.0044113894740229,-0.0012167248988886,-0.0011282008301774,0.0674967417825053,0.0019222421756887,-0.0009879517556496,0.0002954812059107
1,90,6,0.002,0.281,0.394,0.091,0.152,0.222,0.672,0.176,0.728,0.822,0.422,0.889,0.435,0.0253963997255327,-0.0561339240454444,0.0421358910253459,0.002015615271466,-0.0128783287918615,0.092127313033712,-0.0657388324036533,-0.1315931409603104,0.0148214935234276,-0.052303933432217,-0.0681386830063612,-0.0651526995257543,0.0016144502892255,-0.0018580488891364,0.0001140143149922,-0.0552297686710724,0.0019086331959604
1,90,7,0.003,0.388,0.364,0.142,0.335,0.476,0.717,0.05,0.704,0.746,0.307,0.826,0.595,0.1044604055713039,-0.1448951121051458,0.0899690203785797,0.032331551589874,-0.0658767417271849,0.135534360794906,-0.0888898816573847,-0.0210622073782208,0.0436412079512883,-0.0711734966162966,-0.0245500785287493,-0.0433703542521224,-0.0085782959794312,0.0056828432750427,0.0094212690413603,-0.0951894910591321,0.043862476977055
1,90,8,0.01,0.501,0.264,0.145,0.446,0.668,0.533,0.015,0.627,0.592,0.22,0.734,0.702,0.1866917605464282,-0.2028075320056434,0.0259292605527091,0.018415842510272,-0.126759604413752,0.1290743920138115,-0.0649011794185787,0.0353429050595901,0.0636629064587509,-0.0898057666411722,0.0690433692324447,-0.0016596293765006,-0.059606098093859,0.0299361730014108,0.0267442267528031,-0.1186566084720674,0.111168930459642
1,90,9,0.014,0.507,0.205,0.159,0.439,0.735,0.333,0.006,0.507,0.439,0.156,0.62,0.757,0.2373582731086173,-0.2306255678265389,-0.0793494788751515,-0.0369320898280364,-0.1757310233192247,0.081998402834707,-0.0151517294185787,0.0303241740894408,0.0779872686478057,-0.0923927476113214,0.1134047682374198,-0.0056348686799831,-0.0982735176212222,0.0436125794690725,0.0483165561060369,-0.1299188114571421,0.1269945103103883
1,90,10,0.011,0.448,0.18,0.18,0.371,0.732,0.188,0.002,0.364,0.346,0.125,0.507,0.767,0.2403632979842392,-0.2370922703141011,-0.1607202587258978,-0.0785862175643548,-0.1960618780455928,0.0212437105461498,0.0462310855067943,0.0075980100347144,0.0864982726279052,-0.0825280234819682,0.1119015806752308,-0.0432113433068488,-0.1138664118998292,0.0502354054640974,0.0636173566035494,-0.1339731766312714,0.0968288799621296
1,90,11,0.008,0.38,0.186,0.206,0.297,0.688,0.112,0.001,0.238,0.284,0.129,0.428,0.732,0.2019314860439407,-0.222549766831514,-0.1897331874572411,-0.0973746501514195,-0.1815450412296724,-0.0208745833593227,0.1006753802829137,-0.0061925561344397,0.0865811671552684,-0.0638687216162966,0.07957166624737,-0.0786555507695354,-0.103537971974456,0.0493785916581272,0.0673567700363852,-0.1270122582233112,0.0555866055840201
1,90,12,0.007,0.292,0.219,0.213,0.221,0.63,0.082,0.0,0.151,0.252,0.175,0.39,0.65,0.1320016449991645,-0.187621758871315,-0.1726074205418182,-0.0912018564947031,-0.1327314909809162,-0.0340521338568352,0.1385141287903764,-0.0074600130996138,0.075565554219945,-0.0506818477356996,0.0395358990831909,-0.0991464074859533,-0.0727621921237098,0.0414243472551422,0.050982783469221,-0.1072646940442068,0.0085565613054132
1,90,13,0.016,0.199,0.276,0.199,0.172,0.545,0.072,0.001,0.119,0.242,0.275,0.382,0.52,0.053425587536478,-0.1311258742942006,-0.1239529590990321,-0.0628723685593797,-0.0625726750605182,-0.0262861918170342,0.1519935086411227,-0.0008725390946387,0.0490017203890992,-0.0397597678849533,0.0027832572921462,-0.0843516522620727,-0.0336386331684859,0.0263429827029033,0.0144084372005643,-0.0724028572282864,-0.0222840103363778
1,90,14,0.027,0.12,0.386,0.194,0.144,0.384,0.077,0.003,0.145,0.292,0.452,0.402,0.335,0.0010414685066273,-0.051107463348927,-0.0479415393229128,-0.018452122290723,-0.0034276123739511,-0.0079117372150441,0.140128238491869,0.0100277115272518,0.0065382696428306,-0.0161642423874409,-0.0123381835038736,-0.0363637661924209,-7.50367754511039e-05,0.0001431348173312,0.000570547150813,-0.0270414353377391,-0.0181318881970743
1,90,15,0.035,0.066,0.613,0.172,0.24,0.179,0.105,0.017,0.27,0.444,0.68,0.439,0.116,0.0121756017155825,0.0414980341635108,0.0374416015974852,0.0062390473610182,-0.0199085078963392,0.0029430872874433,0.0836522996858988,0.0104813273232717,-0.043650804984035,0.0157660853488775,0.049556415003589,0.0209281069419073,-0.0226225620242073,-0.0496015597100319,0.0011073854592708,0.0218977875478329,0.0206155946387465
1,90,16,0.052,0.038,0.773,0.091,0.681,0.059,0.176,0.079,0.493,0.659,0.814,0.529,0.0,0.0384567754718014,0.076278376452068,0.0655700568213658,-0.0173051671912205,-0.0719525596376327,-0.0130750246528551,-0.0076113704633548,-0.0288163443185193,-0.0673479353322937,0.0515572400752456,0.0962473299289621,-0.0500077358441622,-0.0834312669993317,-0.0780920595856538,0.0078346929219573,0.0436444900353951,0.0505911399123784
1,90,17,0.051,0.02,0.733,0.013,0.852,0.031,0.288,0.237,0.612,0.753,0.791,0.527,0.0,0.0410230255961795,0.0421604381436103,0.0413851891596742,-0.0300942647036583,-0.0669860243142496,-0.0126431520160392,-0.0274410704633548,-0.0295039408359322,-0.0630094467750798,0.0684002729110665,0.1019100443568228,-0.0869328462919234,-0.0747938142630132,-0.0703537328443602,0.0090591809816588,0.0438604263538031,0.0544779936437216
1,90,18,0.066,0.011,0.584,0.0,0.849,0.047,0.451,0.442,0.661,0.802,0.722,0.474,0.0,0.0410230255961795,-0.0021065071300215,0.0061875692591767,-0.0367609219175886,-0.0520864183441004,-0.0011985271404173,0.0018490735664958,-0.0027080657115541,-0.0453761661780649,0.07120744505037,0.0986742075409024,-0.0862850373366995,-0.0426193028202272,-0.037128691675206,0.0067462590911116,0.0406213815776837,0.0564214205093933
1,90,19,0.083,0.006,0.373,0.001,0.743,0.065,0.61,0.574,0.657,0.817,0.663,0.406,0.0,0.0410230255961795,-0.0306101011598722,-0.0281463053676889,-0.0388017353504244,-0.0393461755580307,0.0134851425113239,0.0263022586411227,0.0293455146367045,-0.0311796358298062,0.070991508731962,0.095033891122992,-0.0633957875854557,0.0029432603638523,0.002332368648177,0.0032088491408628,0.0369504641647483,0.0575011021014331
1,90,20,0.097,0.004,0.238,0.018,0.534,0.116,0.711,0.634,0.649,0.798,0.62,0.343,0.0,0.0410230255961795,-0.0435662802643498,-0.0499558735268929,-0.0362167050021657,-0.0300609138664884,0.0270891305710254,0.0358210377456003,0.0525517224725254,-0.0218726199094081,0.0673205913190267,0.0847196612722457,-0.0182650970381921,0.032094663348927,0.0233523962601173,-0.000736723495953,0.0339273557070369,0.057932974738249
1,90,21,0.082,0.004,0.159,0.05,0.32,0.226,0.769,0.657,0.647,0.745,0.571,0.305,0.0,0.0410230255961795,-0.0485328155877329,-0.0624801799945546,-0.0290058308728125,-0.0194800342644984,0.0352947106705279,0.0394551086411227,0.0504907281939184,-0.0155270457800549,0.060410629129972,0.062473283162793,0.0279452751011113,0.0491536325031558,0.0391791252402168,-0.0093081399138635,0.0371664004831563,0.057932974738249
